task,distractor_type,pool_size,actual_pool_size,repeat,gold_count,distractor_count,hard_negative_count,hard_negative_purity,fallback_distractors,returned_count,positive_score_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
travel-planning,random,100,100,6,6,94,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.9235960745023591,1
trend-anomaly-causal-inference,random,100,100,6,4,96,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,random,100,100,6,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,random,100,100,6,7,93,0,0.0,0,10,13,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,random,100,100,6,1,99,0,0.0,0,10,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,100,100,6,1,99,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,100,100,6,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,random,100,100,6,2,98,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3d-scan-calc,random,100,100,7,1,99,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,100,100,7,5,95,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9896062251871525,1
azure-bgp-oscillation-route-leak,random,100,100,7,1,99,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,random,100,100,7,1,99,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,100,100,7,4,96,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.75369761125927,1
court-form-filling,random,100,100,7,1,99,0,0.0,0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,random,100,100,7,2,98,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,random,100,100,7,2,98,0,0.0,0,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
data-to-d3,random,100,100,7,1,99,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,random,100,100,7,1,99,0,0.0,0,10,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,random,100,100,7,4,96,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9828920819566879,1
earthquake-phase-association,random,100,100,7,4,96,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,100,100,7,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,100,100,7,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-ac-optimal-power-flow,random,100,100,7,3,97,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,random,100,100,7,4,96,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,random,100,100,7,1,99,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,random,100,100,7,2,98,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
exoplanet-detection-period,random,100,100,7,5,95,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
financial-modeling-qa,random,100,100,7,2,98,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
find-topk-similiar-chemicals,random,100,100,7,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,random,100,100,7,4,96,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.7365896932159578,1
fix-build-google-auto,random,100,100,7,3,97,0,0.0,0,10,16,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8451850618939637,1
fix-druid-loophole-cve,random,100,100,7,2,98,0,0.0,0,10,14,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
fix-erlang-ssh-cve,random,100,100,7,6,94,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7316362001126299,1
fix-visual-stability,random,100,100,7,3,97,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
flink-query,random,100,100,7,2,98,0,0.0,0,10,3,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
flood-risk-analysis,random,100,100,7,3,97,0,0.0,0,10,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,100,100,7,1,99,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,100,100,7,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,100,100,7,2,98,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,100,100,7,3,97,0,0.0,0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,100,100,7,5,95,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.4,0.6,0.6,1.0,0.6548086577531307,1
invoice-fraud-detection,random,100,100,7,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
jax-computing-basics,random,100,100,7,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,random,100,100,7,5,95,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.2,0.4,0.4,1.0,0.48522855511632257,1
lab-unit-harmonization,random,100,100,7,1,99,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,random,100,100,7,4,96,0,0.0,0,10,9,0.0,1.0,1.0,1.0,0.25,0.25,0.75,0.5,0.49958026644179554,2
latex-formula-extraction,random,100,100,7,2,98,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
lean4-proof,random,100,100,7,2,98,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,100,100,7,1,99,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,random,100,100,7,2,98,0,0.0,0,10,24,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5706417189553201,3
manufacturing-fjsp-optimization,random,100,100,7,1,99,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,random,100,100,7,3,97,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,random,100,100,7,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,100,100,7,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9325210919548239,1
multilingual-video-dubbing,random,100,100,7,6,94,0,0.0,0,10,38,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
offer-letter-generator,random,100,100,7,1,99,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,100,100,7,5,95,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,random,100,100,7,2,98,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,random,100,100,7,3,97,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.8529278650606567,1
pddl-tpp-planning,random,100,100,7,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,100,100,7,2,98,0,0.0,0,10,7,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
pedestrian-traffic-counting,random,100,100,7,4,96,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,random,100,100,7,4,96,0,0.0,0,10,30,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,random,100,100,7,3,97,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,100,100,7,1,99,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,random,100,100,7,1,99,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,random,100,100,7,6,94,0,0.0,0,10,18,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,100,100,7,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,100,100,7,4,96,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,random,100,100,7,2,98,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
reserves-at-risk-calc,random,100,100,7,1,99,0,0.0,0,10,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.31546487678572877,8
sales-pivot-analysis,random,100,100,7,2,98,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,random,100,100,7,2,98,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
sec-financial-report,random,100,100,7,2,98,0,0.0,0,10,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,random,100,100,7,4,96,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,random,100,100,7,3,97,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,1
shock-analysis-demand,random,100,100,7,1,99,0,0.0,0,10,15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
shock-analysis-supply,random,100,100,7,1,99,0,0.0,0,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,100,100,7,2,98,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,100,100,7,3,97,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
speaker-diarization-subtitles,random,100,100,7,4,96,0,0.0,0,10,40,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9550236580992476,1
spring-boot-jakarta-migration,random,100,100,7,5,95,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.4,0.8,1.0,1.0,0.9374130297304558,1
suricata-custom-exfil,random,100,100,7,3,97,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,random,100,100,7,3,97,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,100,100,7,1,99,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,100,100,7,2,98,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,100,100,7,2,98,0,0.0,0,10,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,random,100,100,7,6,94,0,0.0,0,10,15,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5493640533376876,1
trend-anomaly-causal-inference,random,100,100,7,4,96,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,random,100,100,7,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
video-silence-remover,random,100,100,7,7,93,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,random,100,100,7,1,99,0,0.0,0,10,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,100,100,7,1,99,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,100,100,7,1,99,0,0.0,0,10,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
xlsx-recover-data,random,100,100,7,2,98,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
3d-scan-calc,random,100,100,8,1,99,0,0.0,0,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,100,100,8,5,95,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
azure-bgp-oscillation-route-leak,random,100,100,8,1,99,0,0.0,0,10,14,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
citation-check,random,100,100,8,1,99,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,100,100,8,4,96,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,random,100,100,8,1,99,0,0.0,0,10,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
crystallographic-wyckoff-position-analysis,random,100,100,8,2,98,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,random,100,100,8,2,98,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
data-to-d3,random,100,100,8,1,99,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,random,100,100,8,1,99,0,0.0,0,10,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,random,100,100,8,4,96,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
earthquake-phase-association,random,100,100,8,4,96,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,100,100,8,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,100,100,8,1,99,0,0.0,0,10,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
energy-ac-optimal-power-flow,random,100,100,8,3,97,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,random,100,100,8,4,96,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,random,100,100,8,1,99,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,random,100,100,8,2,98,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
exoplanet-detection-period,random,100,100,8,5,95,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
financial-modeling-qa,random,100,100,8,2,98,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
find-topk-similiar-chemicals,random,100,100,8,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,random,100,100,8,4,96,0,0.0,0,10,17,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
fix-build-google-auto,random,100,100,8,3,97,0,0.0,0,10,19,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8710785440003369,1
fix-druid-loophole-cve,random,100,100,8,2,98,0,0.0,0,10,11,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5640920940185894,2
fix-erlang-ssh-cve,random,100,100,8,6,94,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7183750273402228,1
fix-visual-stability,random,100,100,8,3,97,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,1
flink-query,random,100,100,8,2,98,0,0.0,0,10,6,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
flood-risk-analysis,random,100,100,8,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,100,100,8,1,99,0,0.0,0,10,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,100,100,8,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,100,100,8,2,98,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,100,100,8,3,97,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,100,100,8,5,95,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.6,0.6,0.6,1.0,0.7227265726449519,1
invoice-fraud-detection,random,100,100,8,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jax-computing-basics,random,100,100,8,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,random,100,100,8,5,95,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
lab-unit-harmonization,random,100,100,8,1,99,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,random,100,100,8,4,96,0,0.0,0,10,15,1.0,1.0,1.0,1.0,0.25,0.25,0.5,1.0,0.5078961547485289,1
latex-formula-extraction,random,100,100,8,2,98,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
lean4-proof,random,100,100,8,2,98,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,100,100,8,1,99,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,random,100,100,8,2,98,0,0.0,0,10,21,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.25,0.48247555939075504,4
manufacturing-fjsp-optimization,random,100,100,8,1,99,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,random,100,100,8,3,97,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,random,100,100,8,3,97,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,100,100,8,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,random,100,100,8,6,94,0,0.0,0,10,31,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,0.9930783166417604,1
offer-letter-generator,random,100,100,8,1,99,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,100,100,8,5,95,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,random,100,100,8,2,98,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,random,100,100,8,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.8179809735263114,1
pddl-tpp-planning,random,100,100,8,1,99,0,0.0,0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,100,100,8,2,98,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,random,100,100,8,4,96,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,random,100,100,8,4,96,0,0.0,0,10,46,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9828920819566879,1
powerlifting-coef-calc,random,100,100,8,3,97,0,0.0,0,10,2,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,100,100,8,1,99,0,0.0,0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,random,100,100,8,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,random,100,100,8,6,94,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,100,100,8,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,100,100,8,4,96,0,0.0,0,10,15,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,random,100,100,8,2,98,0,0.0,0,10,10,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5714285040141098,2
reserves-at-risk-calc,random,100,100,8,1,99,0,0.0,0,10,12,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
sales-pivot-analysis,random,100,100,8,2,98,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,random,100,100,8,2,98,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
sec-financial-report,random,100,100,8,2,98,0,0.0,0,10,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,random,100,100,8,4,96,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,random,100,100,8,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
shock-analysis-demand,random,100,100,8,1,99,0,0.0,0,10,13,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
shock-analysis-supply,random,100,100,8,1,99,0,0.0,0,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,100,100,8,2,98,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,100,100,8,3,97,0,0.0,0,10,13,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
speaker-diarization-subtitles,random,100,100,8,4,96,0,0.0,0,10,46,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9828920819566879,1
spring-boot-jakarta-migration,random,100,100,8,5,95,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.4,0.8,1.0,1.0,0.943473299121064,1
suricata-custom-exfil,random,100,100,8,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,random,100,100,8,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,100,100,8,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,100,100,8,2,98,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,100,100,8,2,98,0,0.0,0,10,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,random,100,100,8,6,94,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.8333333333333334,1.0,0.8069137770714504,1
trend-anomaly-causal-inference,random,100,100,8,4,96,0,0.0,0,10,13,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,random,100,100,8,3,97,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,random,100,100,8,7,93,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,1.0,0.8887517031591263,1
